species_id,pokemon_id,name_ko,name_en,generation,is_legendary,is_mythical,types_en,types_ko,height_m,weight_kg,hp,attack,defense,special_attack,special_defense,speed,total,image_file,image_url
786,786,카푸나비나,tapu-lele,generation-vii,1,0,psychic|fairy,에스퍼|페어리,1.2,18.6,70,85,75,130,115,95,570,data\images\0786_tapu_lele.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/786.png
787,787,카푸브루루,tapu-bulu,generation-vii,1,0,grass|fairy,풀|페어리,1.9,45.5,70,130,115,85,95,75,570,data\images\0787_tapu_bulu.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/787.png
788,788,카푸느지느,tapu-fini,generation-vii,1,0,water|fairy,물|페어리,1.3,21.2,70,75,115,95,130,85,570,data\images\0788_tapu_fini.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/788.png
789,789,코스모그,cosmog,generation-vii,1,0,psychic,에스퍼,0.2,0.1,43,29,31,29,31,37,200,data\images\0789_cosmog.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/789.png
790,790,코스모움,cosmoem,generation-vii,1,0,psychic,에스퍼,0.1,999.9,43,29,131,29,131,37,400,data\images\0790_cosmoem.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/790.png
791,791,솔가레오,solgaleo,generation-vii,1,0,psychic|steel,에스퍼|강철,3.4,230.0,137,137,107,113,89,97,680,data\images\0791_solgaleo.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/791.png
792,792,루나아라,lunala,generation-vii,1,0,psychic|ghost,에스퍼|고스트,4.0,120.0,137,113,89,137,107,97,680,data\images\0792_lunala.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/792.png
793,793,텅비드,nihilego,generation-vii,0,0,rock|poison,바위|독,1.2,55.5,109,53,47,127,131,103,570,data\images\0793_nihilego.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/793.png
794,794,매시붕,buzzwole,generation-vii,0,0,bug|fighting,벌레|격투,2.4,333.6,107,139,139,53,53,79,570,data\images\0794_buzzwole.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/794.png
795,795,페로코체,pheromosa,generation-vii,0,0,bug|fighting,벌레|격투,1.8,25.0,71,137,37,137,37,151,570,data\images\0795_pheromosa.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/795.png
796,796,전수목,xurkitree,generation-vii,0,0,electric,전기,3.8,100.0,83,89,71,173,71,83,570,data\images\0796_xurkitree.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/796.png
797,797,철화구야,celesteela,generation-vii,0,0,steel|flying,강철|비행,9.2,999.9,97,101,103,107,101,61,570,data\images\0797_celesteela.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/797.png
798,798,종이신도,kartana,generation-vii,0,0,grass|steel,풀|강철,0.3,0.1,59,181,131,59,31,109,570,data\images\0798_kartana.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/798.png
799,799,악식킹,guzzlord,generation-vii,0,0,dark|dragon,악|드래곤,5.5,888.0,223,101,53,97,53,43,570,data\images\0799_guzzlord.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/799.png
800,800,네크로즈마,necrozma,generation-vii,1,0,psychic,에스퍼,2.4,230.0,97,107,101,127,89,79,600,data\images\0800_necrozma.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/800.png
801,801,마기아나,magearna,generation-vii,0,1,steel|fairy,강철|페어리,1.0,80.5,80,95,115,130,115,65,600,data\images\0801_magearna.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/801.png
802,802,마샤도,marshadow,generation-vii,0,1,fighting|ghost,격투|고스트,0.7,22.2,90,125,80,90,90,125,600,data\images\0802_marshadow.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/802.png
803,803,베베놈,poipole,generation-vii,0,0,poison,독,0.6,1.8,67,73,67,73,67,73,420,data\images\0803_poipole.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/803.png
804,804,아고용,naganadel,generation-vii,0,0,poison|dragon,독|드래곤,3.6,150.0,73,73,73,127,73,121,540,data\images\0804_naganadel.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/804.png
805,805,차곡차곡,stakataka,generation-vii,0,0,rock|steel,바위|강철,5.5,820.0,61,131,211,53,101,13,570,data\images\0805_stakataka.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/805.png
806,806,두파팡,blacephalon,generation-vii,0,0,fire|ghost,불꽃|고스트,1.8,13.0,53,127,53,151,79,107,570,data\images\0806_blacephalon.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/806.png
807,807,제라오라,zeraora,generation-vii,0,1,electric,전기,1.5,44.5,88,112,75,102,80,143,600,data\images\0807_zeraora.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/807.png
808,808,멜탄,meltan,generation-vii,0,1,steel,강철,0.2,8.0,46,65,65,55,35,34,300,data\images\0808_meltan.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/808.png
809,809,멜메탈,melmetal,generation-vii,0,1,steel,강철,2.5,800.0,135,143,143,80,65,34,600,data\images\0809_melmetal.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/809.png
810,810,흥나숭,grookey,generation-viii,0,0,grass,풀,0.3,5.0,50,65,50,40,40,65,310,data\images\0810_grookey.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/810.png
811,811,채키몽,thwackey,generation-viii,0,0,grass,풀,0.7,14.0,70,85,70,55,60,80,420,data\images\0811_thwackey.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/811.png
812,812,고릴타,rillaboom,generation-viii,0,0,grass,풀,2.1,90.0,100,125,90,60,70,85,530,data\images\0812_rillaboom.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/812.png
813,813,염버니,scorbunny,generation-viii,0,0,fire,불꽃,0.3,4.5,50,71,40,40,40,69,310,data\images\0813_scorbunny.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/813.png
814,814,래비풋,raboot,generation-viii,0,0,fire,불꽃,0.6,9.0,65,86,60,55,60,94,420,data\images\0814_raboot.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/814.png
815,815,에이스번,cinderace,generation-viii,0,0,fire,불꽃,1.4,33.0,80,116,75,65,75,119,530,data\images\0815_cinderace.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/815.png
816,816,울머기,sobble,generation-viii,0,0,water,물,0.3,4.0,50,40,40,70,40,70,310,data\images\0816_sobble.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/816.png
817,817,누겔레온,drizzile,generation-viii,0,0,water,물,0.7,11.5,65,60,55,95,55,90,420,data\images\0817_drizzile.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/817.png
818,818,인텔리레온,inteleon,generation-viii,0,0,water,물,1.9,45.2,70,85,65,125,65,120,530,data\images\0818_inteleon.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/818.png
819,819,탐리스,skwovet,generation-viii,0,0,normal,노말,0.3,2.5,70,55,55,35,35,25,275,data\images\0819_skwovet.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/819.png
820,820,요씽리스,greedent,generation-viii,0,0,normal,노말,0.6,6.0,120,95,95,55,75,20,460,data\images\0820_greedent.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/820.png
821,821,파라꼬,rookidee,generation-viii,0,0,flying,비행,0.2,1.8,38,47,35,33,35,57,245,data\images\0821_rookidee.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/821.png
822,822,파크로우,corvisquire,generation-viii,0,0,flying,비행,0.8,16.0,68,67,55,43,55,77,365,data\images\0822_corvisquire.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/822.png
823,823,아머까오,corviknight,generation-viii,0,0,flying|steel,비행|강철,2.2,75.0,98,87,105,53,85,67,495,data\images\0823_corviknight.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/823.png
824,824,두루지벌레,blipbug,generation-viii,0,0,bug,벌레,0.4,8.0,25,20,20,25,45,45,180,data\images\0824_blipbug.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/824.png
825,825,레돔벌레,dottler,generation-viii,0,0,bug|psychic,벌레|에스퍼,0.4,19.5,50,35,80,50,90,30,335,data\images\0825_dottler.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/825.png
826,826,이올브,orbeetle,generation-viii,0,0,bug|psychic,벌레|에스퍼,0.4,40.8,60,45,110,80,120,90,505,data\images\0826_orbeetle.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/826.png
827,827,훔처우,nickit,generation-viii,0,0,dark,악,0.6,8.9,40,28,28,47,52,50,245,data\images\0827_nickit.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/827.png
828,828,폭슬라이,thievul,generation-viii,0,0,dark,악,1.2,19.9,70,58,58,87,92,90,455,data\images\0828_thievul.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/828.png
829,829,꼬모카,gossifleur,generation-viii,0,0,grass,풀,0.4,2.2,40,40,60,40,60,10,250,data\images\0829_gossifleur.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/829.png
830,830,백솜모카,eldegoss,generation-viii,0,0,grass,풀,0.5,2.5,60,50,90,80,120,60,460,data\images\0830_eldegoss.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/830.png
831,831,우르,wooloo,generation-viii,0,0,normal,노말,0.6,6.0,42,40,55,40,45,48,270,data\images\0831_wooloo.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/831.png
832,832,배우르,dubwool,generation-viii,0,0,normal,노말,1.3,43.0,72,80,100,60,90,88,490,data\images\0832_dubwool.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/832.png
833,833,깨물부기,chewtle,generation-viii,0,0,water,물,0.3,8.5,50,64,50,38,38,44,284,data\images\0833_chewtle.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/833.png
834,834,갈가부기,drednaw,generation-viii,0,0,water|rock,물|바위,1.0,115.5,90,115,90,48,68,74,485,data\images\0834_drednaw.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/834.png
835,835,멍파치,yamper,generation-viii,0,0,electric,전기,0.3,13.5,59,45,50,40,50,26,270,data\images\0835_yamper.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/835.png
836,836,펄스멍,boltund,generation-viii,0,0,electric,전기,1.0,34.0,69,90,60,90,60,121,490,data\images\0836_boltund.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/836.png
837,837,탄동,rolycoly,generation-viii,0,0,rock,바위,0.3,12.0,30,40,50,40,50,30,240,data\images\0837_rolycoly.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/837.png
838,838,탄차곤,carkol,generation-viii,0,0,rock|fire,바위|불꽃,1.1,78.0,80,60,90,60,70,50,410,data\images\0838_carkol.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/838.png
839,839,석탄산,coalossal,generation-viii,0,0,rock|fire,바위|불꽃,2.8,310.5,110,80,120,80,90,30,510,data\images\0839_coalossal.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/839.png
840,840,과사삭벌레,applin,generation-viii,0,0,grass|dragon,풀|드래곤,0.2,0.5,40,40,80,40,40,20,260,data\images\0840_applin.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/840.png
841,841,애프룡,flapple,generation-viii,0,0,grass|dragon,풀|드래곤,0.3,1.0,70,110,80,95,60,70,485,data\images\0841_flapple.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/841.png
842,842,단지래플,appletun,generation-viii,0,0,grass|dragon,풀|드래곤,0.4,13.0,110,85,80,100,80,30,485,data\images\0842_appletun.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/842.png
843,843,모래뱀,silicobra,generation-viii,0,0,ground,땅,2.2,7.6,52,57,75,35,50,46,315,data\images\0843_silicobra.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/843.png
844,844,사다이사,sandaconda,generation-viii,0,0,ground,땅,3.8,65.5,72,107,125,65,70,71,510,data\images\0844_sandaconda.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/844.png
845,845,윽우지,cramorant,generation-viii,0,0,flying|water,비행|물,0.8,18.0,70,85,55,85,95,85,475,data\images\0845_cramorant.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/845.png
846,846,찌로꼬치,arrokuda,generation-viii,0,0,water,물,0.5,1.0,41,63,40,40,30,66,280,data\images\0846_arrokuda.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/846.png
847,847,꼬치조,barraskewda,generation-viii,0,0,water,물,1.3,30.0,61,123,60,60,50,136,490,data\images\0847_barraskewda.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/847.png
848,848,일레즌,toxel,generation-viii,0,0,electric|poison,전기|독,0.4,11.0,40,38,35,54,35,40,242,data\images\0848_toxel.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/848.png
849,849,스트린더,toxtricity,generation-viii,0,0,electric|poison,전기|독,1.6,40.0,75,98,70,114,70,75,502,data\images\0849_toxtricity.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/849.png
850,850,태우지네,sizzlipede,generation-viii,0,0,fire|bug,불꽃|벌레,0.7,1.0,50,65,45,50,50,45,305,data\images\0850_sizzlipede.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/850.png
851,851,다태우지네,centiskorch,generation-viii,0,0,fire|bug,불꽃|벌레,3.0,120.0,100,115,65,90,90,65,525,data\images\0851_centiskorch.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/851.png
852,852,때때무노,clobbopus,generation-viii,0,0,fighting,격투,0.6,4.0,50,68,60,50,50,32,310,data\images\0852_clobbopus.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/852.png
853,853,케오퍼스,grapploct,generation-viii,0,0,fighting,격투,1.6,39.0,80,118,90,70,80,42,480,data\images\0853_grapploct.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/853.png
854,854,데인차,sinistea,generation-viii,0,0,ghost,고스트,0.1,0.2,40,45,45,74,54,50,308,data\images\0854_sinistea.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/854.png
855,855,포트데스,polteageist,generation-viii,0,0,ghost,고스트,0.2,0.4,60,65,65,134,114,70,508,data\images\0855_polteageist.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/855.png
856,856,몸지브림,hatenna,generation-viii,0,0,psychic,에스퍼,0.4,3.4,42,30,45,56,53,39,265,data\images\0856_hatenna.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/856.png
857,857,손지브림,hattrem,generation-viii,0,0,psychic,에스퍼,0.6,4.8,57,40,65,86,73,49,370,data\images\0857_hattrem.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/857.png
858,858,브리무음,hatterene,generation-viii,0,0,psychic|fairy,에스퍼|페어리,2.1,5.1,57,90,95,136,103,29,510,data\images\0858_hatterene.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/858.png
859,859,메롱꿍,impidimp,generation-viii,0,0,dark|fairy,악|페어리,0.4,5.5,45,45,30,55,40,50,265,data\images\0859_impidimp.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/859.png
860,860,쏘겨모,morgrem,generation-viii,0,0,dark|fairy,악|페어리,0.8,12.5,65,60,45,75,55,70,370,data\images\0860_morgrem.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/860.png
861,861,오롱털,grimmsnarl,generation-viii,0,0,dark|fairy,악|페어리,1.5,61.0,95,120,65,95,75,60,510,data\images\0861_grimmsnarl.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/861.png
862,862,가로막구리,obstagoon,generation-viii,0,0,dark|normal,악|노말,1.6,46.0,93,90,101,60,81,95,520,data\images\0862_obstagoon.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/862.png
863,863,나이킹,perrserker,generation-viii,0,0,steel,강철,0.8,28.0,70,110,100,50,60,50,440,data\images\0863_perrserker.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/863.png
864,864,산호르곤,cursola,generation-viii,0,0,ghost,고스트,1.0,0.4,60,95,50,145,130,30,510,data\images\0864_cursola.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/864.png
865,865,창파나이트,sirfetchd,generation-viii,0,0,fighting,격투,0.8,117.0,62,135,95,68,82,65,507,data\images\0865_sirfetchd.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/865.png
866,866,마임꽁꽁,mr-rime,generation-viii,0,0,ice|psychic,얼음|에스퍼,1.5,58.2,80,85,75,110,100,70,520,data\images\0866_mr_rime.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/866.png
867,867,데스판,runerigus,generation-viii,0,0,ground|ghost,땅|고스트,1.6,66.6,58,95,145,50,105,30,483,data\images\0867_runerigus.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/867.png
868,868,마빌크,milcery,generation-viii,0,0,fairy,페어리,0.2,0.3,45,40,40,50,61,34,270,data\images\0868_milcery.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/868.png
869,869,마휘핑,alcremie,generation-viii,0,0,fairy,페어리,0.3,0.5,65,60,75,110,121,64,495,data\images\0869_alcremie.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/869.png
870,870,대여르,falinks,generation-viii,0,0,fighting,격투,3.0,62.0,65,100,100,70,60,75,470,data\images\0870_falinks.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/870.png
871,871,찌르성게,pincurchin,generation-viii,0,0,electric,전기,0.3,1.0,48,101,95,91,85,15,435,data\images\0871_pincurchin.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/871.png
872,872,누니머기,snom,generation-viii,0,0,ice|bug,얼음|벌레,0.3,3.8,30,25,35,45,30,20,185,data\images\0872_snom.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/872.png
873,873,모스노우,frosmoth,generation-viii,0,0,ice|bug,얼음|벌레,1.3,42.0,70,65,60,125,90,65,475,data\images\0873_frosmoth.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/873.png
874,874,돌헨진,stonjourner,generation-viii,0,0,rock,바위,2.5,520.0,100,125,135,20,20,70,470,data\images\0874_stonjourner.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/874.png
875,875,빙큐보,eiscue,generation-viii,0,0,ice,얼음,1.4,89.0,75,80,110,65,90,50,470,data\images\0875_eiscue.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/875.png
876,876,에써르,indeedee,generation-viii,0,0,psychic|normal,에스퍼|노말,0.9,28.0,60,65,55,105,95,95,475,data\images\0876_indeedee.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/876.png
877,877,모르페코,morpeko,generation-viii,0,0,electric|dark,전기|악,0.3,3.0,58,95,58,70,58,97,436,data\images\0877_morpeko.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/877.png
878,878,끼리동,cufant,generation-viii,0,0,steel,강철,1.2,100.0,72,80,49,40,49,40,330,data\images\0878_cufant.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/878.png
879,879,대왕끼리동,copperajah,generation-viii,0,0,steel,강철,3.0,650.0,122,130,69,80,69,30,500,data\images\0879_copperajah.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/879.png
880,880,파치래곤,dracozolt,generation-viii,0,0,electric|dragon,전기|드래곤,1.8,190.0,90,100,90,80,70,75,505,data\images\0880_dracozolt.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/880.png
881,881,파치르돈,arctozolt,generation-viii,0,0,electric|ice,전기|얼음,2.3,150.0,90,100,90,90,80,55,505,data\images\0881_arctozolt.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/881.png
882,882,어래곤,dracovish,generation-viii,0,0,water|dragon,물|드래곤,2.3,215.0,90,90,100,70,80,75,505,data\images\0882_dracovish.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/882.png
883,883,어치르돈,arctovish,generation-viii,0,0,water|ice,물|얼음,2.0,175.0,90,90,100,80,90,55,505,data\images\0883_arctovish.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/883.png
884,884,두랄루돈,duraludon,generation-viii,0,0,steel|dragon,강철|드래곤,1.8,40.0,70,95,115,120,50,85,535,data\images\0884_duraludon.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/884.png
885,885,드라꼰,dreepy,generation-viii,0,0,dragon|ghost,드래곤|고스트,0.5,2.0,28,60,30,40,30,82,270,data\images\0885_dreepy.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/885.png
886,886,드래런치,drakloak,generation-viii,0,0,dragon|ghost,드래곤|고스트,1.4,11.0,68,80,50,60,50,102,410,data\images\0886_drakloak.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/886.png
887,887,드래펄트,dragapult,generation-viii,0,0,dragon|ghost,드래곤|고스트,3.0,50.0,88,120,75,100,75,142,600,data\images\0887_dragapult.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/887.png
888,888,자시안,zacian,generation-viii,1,0,fairy,페어리,2.8,110.0,92,120,115,80,115,138,660,data\images\0888_zacian.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/888.png
889,889,자마젠타,zamazenta,generation-viii,1,0,fighting,격투,2.9,210.0,92,120,115,80,115,138,660,data\images\0889_zamazenta.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/889.png
890,890,무한다이노,eternatus,generation-viii,1,0,poison|dragon,독|드래곤,20.0,950.0,140,85,95,145,95,130,690,data\images\0890_eternatus.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/890.png
891,891,치고마,kubfu,generation-viii,1,0,fighting,격투,0.6,12.0,60,90,60,53,50,72,385,data\images\0891_kubfu.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/891.png
892,892,우라오스,urshifu,generation-viii,1,0,fighting|dark,격투|악,1.9,105.0,100,130,100,63,60,97,550,data\images\0892_urshifu.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/892.png
893,893,자루도,zarude,generation-viii,0,1,dark|grass,악|풀,1.8,70.0,105,120,105,70,95,105,600,data\images\0893_zarude.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/893.png
894,894,레지에레키,regieleki,generation-viii,1,0,electric,전기,1.2,145.0,80,100,50,100,50,200,580,data\images\0894_regieleki.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/894.png
895,895,레지드래고,regidrago,generation-viii,1,0,dragon,드래곤,2.1,200.0,200,100,50,100,50,80,580,data\images\0895_regidrago.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/895.png
896,896,블리자포스,glastrier,generation-viii,1,0,ice,얼음,2.2,800.0,100,145,130,65,110,30,580,data\images\0896_glastrier.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/896.png
897,897,레이스포스,spectrier,generation-viii,1,0,ghost,고스트,2.0,44.5,100,65,60,145,80,130,580,data\images\0897_spectrier.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/897.png
898,898,버드렉스,calyrex,generation-viii,1,0,psychic|grass,에스퍼|풀,1.1,7.7,100,80,80,80,80,80,500,data\images\0898_calyrex.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/898.png
899,899,신비록,wyrdeer,generation-viii,0,0,normal|psychic,노말|에스퍼,1.8,95.1,103,105,72,105,75,65,525,data\images\0899_wyrdeer.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/899.png
900,900,사마자르,kleavor,generation-viii,0,0,bug|rock,벌레|바위,1.8,89.0,70,135,95,45,70,85,500,data\images\0900_kleavor.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/900.png
901,901,다투곰,ursaluna,generation-viii,0,0,ground|normal,땅|노말,2.4,290.0,130,140,105,45,80,50,550,data\images\0901_ursaluna.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/901.png
